pruid,prename,report_date,numtotal_all_administered,as_of_date,updated,numdelta_all_administered,numavglast7_all_administered
1,Canada,7/8/2021,41286092,7/8/2021,1,620153,536143
24,Quebec,7/8/2021,9079510,7/7/2021,1,115116,97824.71429
35,Ontario,7/8/2021,16395063,7/7/2021,1,268884,236275
59,British Columbia,7/8/2021,5497150,7/8/2021,1,93103,70604.85714
48,Alberta,7/8/2021,4727966,7/7/2021,1,54384,56440.42857
47,Saskatchewan,7/8/2021,1260567,7/8/2021,1,13314,12430.42857
12,Nova Scotia,7/8/2021,1062418,7/7/2021,1,26831,19479.42857
46,Manitoba,7/8/2021,1553748,7/7/2021,1,17257,23634.71429
13,New Brunswick,7/8/2021,862212,7/6/2021,1,14614,10166
10,Newfoundland and Labrador,7/8/2021,526588,7/7/2021,1,8979,7298.142857
11,Prince Edward Island,7/8/2021,161660,7/8/2021,1,7671,1612.857143
61,Northwest Territories,7/8/2021,60876,7/3/2021,0,,117.5714286
62,Nunavut,7/8/2021,37962,7/5/2021,0,,116.1428571
60,Yukon,7/8/2021,60372,7/7/2021,0,,142.7142857
1,Canada,7/9/2021,41831712,7/9/2021,1,545620,504885.8571
24,Quebec,7/9/2021,9201618,7/8/2021,1,122108,115268.7143
35,Ontario,7/9/2021,16619927,7/8/2021,1,224864,209346.8571
59,British Columbia,7/9/2021,5565983,7/9/2021,1,68833,63041.42857
48,Alberta,7/9/2021,4777367,7/8/2021,1,49401,49198.85714
47,Saskatchewan,7/9/2021,1273245,7/9/2021,1,12678,11244.28571
12,Nova Scotia,7/9/2021,1085267,7/8/2021,1,22849,17659.14286
46,Manitoba,7/9/2021,1571112,7/8/2021,1,17364,19034.42857
13,New Brunswick,7/9/2021,877938,7/7/2021,1,15726,11136.71429
10,Newfoundland and Labrador,7/9/2021,537599,7/8/2021,1,11011,6853.857143
11,Prince Edward Island,7/9/2021,161660,7/8/2021,0,,1612.857143
61,Northwest Territories,7/9/2021,60876,7/3/2021,0,,117.5714286
62,Nunavut,7/9/2021,37962,7/5/2021,0,,116.1428571
60,Yukon,7/9/2021,61158,7/9/2021,1,786,255
1,Canada,7/10/2021,42081022,7/10/2021,1,249310,504807.5714
24,Quebec,7/10/2021,9201618,7/8/2021,0,,115268.7143
35,Ontario,7/10/2021,16827434,7/9/2021,1,207507,208918.7143
59,British Columbia,7/10/2021,5565983,7/9/2021,0,,63041.42857
48,Alberta,7/10/2021,4777367,7/8/2021,0,,49198.85714
47,Saskatchewan,7/10/2021,1288868,7/10/2021,1,15623,12277.28571
12,Nova Scotia,7/10/2021,1085267,7/8/2021,0,,17659.14286
46,Manitoba,7/10/2021,1584473,7/9/2021,1,13361,17801.42857
13,New Brunswick,7/10/2021,890757,7/8/2021,1,12819,11686.57143
10,Newfoundland and Labrador,7/10/2021,537599,7/8/2021,0,,6853.857143
11,Prince Edward Island,7/10/2021,161660,7/8/2021,0,,1612.857143
61,Northwest Territories,7/10/2021,60876,7/3/2021,0,,117.5714286
62,Nunavut,7/10/2021,37962,7/5/2021,0,,116.1428571
60,Yukon,7/10/2021,61158,7/9/2021,0,,255
1,Canada,7/11/2021,42282494,7/11/2021,1,201472,499745
24,Quebec,7/11/2021,9201618,7/8/2021,0,,115268.7143
35,Ontario,7/11/2021,16997971,7/10/2021,1,170537,205271.4286
59,British Columbia,7/11/2021,5565983,7/9/2021,0,,63041.42857
48,Alberta,7/11/2021,4777367,7/8/2021,0,,49198.85714
47,Saskatchewan,7/11/2021,1299188,7/11/2021,1,10320,11830.85714
12,Nova Scotia,7/11/2021,1085267,7/8/2021,0,,17659.14286
46,Manitoba,7/11/2021,1595084,7/10/2021,1,10611,16611.28571
13,New Brunswick,7/11/2021,900761,7/9/2021,1,10004,11907.85714
10,Newfoundland and Labrador,7/11/2021,537599,7/8/2021,0,,6853.857143
11,Prince Edward Island,7/11/2021,161660,7/8/2021,0,,1612.857143
61,Northwest Territories,7/11/2021,60876,7/3/2021,0,,117.5714286
62,Nunavut,7/11/2021,37962,7/5/2021,0,,116.1428571
60,Yukon,7/11/2021,61158,7/9/2021,0,,255
1,Canada,7/12/2021,42985199,7/12/2021,1,702705,472691.1429
24,Quebec,7/12/2021,9467386,7/11/2021,1,265768,101349.4286
35,Ontario,7/12/2021,17119624,7/11/2021,1,121653,201965.4286
59,British Columbia,7/12/2021,5741691,7/12/2021,1,175708,64721
48,Alberta,7/12/2021,4868593,7/11/2021,1,91226,41389.28571
47,Saskatchewan,7/12/2021,1304646,7/12/2021,1,5458,11351.42857
12,Nova Scotia,7/12/2021,1117326,7/11/2021,1,32059,17637.14286
46,Manitoba,7/12/2021,1600522,7/11/2021,1,5438,15023.71429
13,New Brunswick,7/12/2021,905291,7/10/2021,1,4530,11758
10,Newfoundland and Labrador,7/12/2021,537599,7/8/2021,0,,5388.142857
11,Prince Edward Island,7/12/2021,161660,7/8/2021,0,,1612.857143
61,Northwest Territories,7/12/2021,61741,7/10/2021,1,865,123.5714286
62,Nunavut,7/12/2021,37962,7/5/2021,0,,116.1428571
60,Yukon,7/12/2021,61158,7/9/2021,0,,255
1,Canada,7/13/2021,43401659,7/13/2021,1,416460,462787.8571
24,Quebec,7/13/2021,9555986,7/12/2021,1,88600,99722.71429
35,Ontario,7/13/2021,17296458,7/12/2021,1,176834,196410.4286
59,British Columbia,7/13/2021,5805541,7/13/2021,1,63850,66469.28571
48,Alberta,7/13/2021,4894909,7/12/2021,1,26316,37887.14286
47,Saskatchewan,7/13/2021,1307065,7/13/2021,1,2419,10504.42857
12,Nova Scotia,7/13/2021,1134591,7/12/2021,1,17265,17650.28571
46,Manitoba,7/13/2021,1608434,7/12/2021,1,7912,12925
13,New Brunswick,7/13/2021,913138,7/11/2021,1,7847,11469
10,Newfoundland and Labrador,7/13/2021,554400,7/12/2021,1,16801,6975
11,Prince Edward Island,7/13/2021,168601,7/10/2021,1,6941,2087.428571
61,Northwest Territories,7/13/2021,61741,7/10/2021,0,,123.5714286
62,Nunavut,7/13/2021,39244,7/12/2021,1,1282,299.2857143
60,Yukon,7/13/2021,61551,7/12/2021,1,393,264.2857143
1,Canada,7/14/2021,43827023,7/14/2021,1,425364,451583.4286
24,Quebec,7/14/2021,9648811,7/13/2021,1,92825,97773.85714
35,Ontario,7/14/2021,17475655,7/13/2021,1,179197,192782.2857
59,British Columbia,7/14/2021,5872611,7/14/2021,1,67070,66937.71429
48,Alberta,7/14/2021,4920417,7/13/2021,1,25508,35262.14286
47,Saskatchewan,7/14/2021,1313423,7/14/2021,1,6358,9452.857143
12,Nova Scotia,7/14/2021,1154785,7/13/2021,1,20194,17028.28571
46,Manitoba,7/14/2021,1620087,7/13/2021,1,11653,11942.28571
13,New Brunswick,7/14/2021,924848,7/12/2021,1,11710,11035.71429
10,Newfoundland and Labrador,7/14/2021,565249,7/12/2021,0,,5255.857143
11,Prince Edward Island,7/14/2021,168601,7/10/2021,0,,2087.428571
61,Northwest Territories,7/14/2021,61741,7/10/2021,0,,123.5714286
62,Nunavut,7/14/2021,39244,7/12/2021,0,,183.1428571
60,Yukon,7/14/2021,61551,7/12/2021,0,,168.4285714
1,Canada,7/15/2021,44262876,7/15/2021,1,435853,425254.8571
24,Quebec,7/15/2021,9752346,7/14/2021,1,103535,96119.42857
35,Ontario,7/15/2021,17641856,7/14/2021,1,166201,178113.2857
59,British Columbia,7/15/2021,5942064,7/15/2021,1,69453,63559.14286
48,Alberta,7/15/2021,4947062,7/14/2021,1,26645,31299.42857
47,Saskatchewan,7/15/2021,1321210,7/15/2021,1,7787,8663.285714
12,Nova Scotia,7/15/2021,1176011,7/14/2021,1,21226,16227.57143
46,Manitoba,7/15/2021,1631733,7/14/2021,1,11646,11140.71429
13,New Brunswick,7/15/2021,936811,7/13/2021,1,11963,10657
10,Newfoundland and Labrador,7/15/2021,576432,7/14/2021,1,22032,7120.571429
11,Prince Edward Island,7/15/2021,174815,7/14/2021,1,6214,1879.285714
61,Northwest Territories,7/15/2021,61741,7/10/2021,0,,123.5714286
62,Nunavut,7/15/2021,39244,7/12/2021,0,,183.1428571
60,Yukon,7/15/2021,61551,7/12/2021,0,,168.4285714
1,Canada,7/16/2021,44694799,7/16/2021,1,431923,409012.4286
24,Quebec,7/16/2021,9853761,7/15/2021,1,101415,93163.28571
35,Ontario,7/16/2021,17810472,7/15/2021,1,168616,170077.8571
59,British Columbia,7/16/2021,6004668,7/16/2021,1,62604,62669.28571
48,Alberta,7/16/2021,4980821,7/15/2021,1,33759,29064.85714
47,Saskatchewan,7/16/2021,1332135,7/16/2021,1,10925,8412.857143
12,Nova Scotia,7/16/2021,1193508,7/15/2021,1,17497,15463
46,Manitoba,7/16/2021,1647797,7/15/2021,1,16064,10955
13,New Brunswick,7/16/2021,951076,7/14/2021,1,14265,10448.28571
10,Newfoundland and Labrador,7/16/2021,582878,7/15/2021,1,6446,6468.428571
11,Prince Edward Island,7/16/2021,174815,7/14/2021,0,,1879.285714
61,Northwest Territories,7/16/2021,61741,7/10/2021,0,,123.5714286
62,Nunavut,7/16/2021,39244,7/12/2021,0,,183.1428571
60,Yukon,7/16/2021,61883,7/16/2021,1,332,103.5714286
1,Canada,7/17/2021,44892100,7/17/2021,1,197301,401582.5714
24,Quebec,7/17/2021,9853761,7/15/2021,0,,93163.28571
35,Ontario,7/17/2021,17979575,7/16/2021,1,169103,164591.5714
59,British Columbia,7/17/2021,6004668,7/16/2021,0,,62669.28571
48,Alberta,7/17/2021,4980821,7/15/2021,0,,29064.85714
47,Saskatchewan,7/17/2021,1341561,7/17/2021,1,9426,7527.571429
12,Nova Scotia,7/17/2021,1193508,7/15/2021,0,,15463
46,Manitoba,7/17/2021,1658727,7/16/2021,1,10930,10607.71429
13,New Brunswick,7/17/2021,958918,7/15/2021,1,7842,9737.285714
10,Newfoundland and Labrador,7/17/2021,582878,7/15/2021,0,,6468.428571
11,Prince Edward Island,7/17/2021,174815,7/14/2021,0,,1879.285714
61,Northwest Territories,7/17/2021,61741,7/10/2021,0,,123.5714286
62,Nunavut,7/17/2021,39244,7/12/2021,0,,183.1428571
60,Yukon,7/17/2021,61883,7/16/2021,0,,103.5714286
1,Canada,7/18/2021,45043318,7/18/2021,1,151218,394403.4286
24,Quebec,7/18/2021,9853761,7/15/2021,0,,93163.28571
35,Ontario,7/18/2021,18114229,7/17/2021,1,134654,159465.4286
59,British Columbia,7/18/2021,6004668,7/16/2021,0,,62669.28571
48,Alberta,7/18/2021,4980821,7/15/2021,0,,29064.85714
47,Saskatchewan,7/18/2021,1347967,7/18/2021,1,6406,6968.428571
12,Nova Scotia,7/18/2021,1193508,7/15/2021,0,,15463
46,Manitoba,7/18/2021,1667425,7/17/2021,1,8698,10334.42857
13,New Brunswick,7/18/2021,960378,7/16/2021,1,1460,8516.714286
10,Newfoundland and Labrador,7/18/2021,582878,7/15/2021,0,,6468.428571
11,Prince Edward Island,7/18/2021,174815,7/14/2021,0,,1879.285714
61,Northwest Territories,7/18/2021,61741,7/10/2021,0,,123.5714286
62,Nunavut,7/18/2021,39244,7/12/2021,0,,183.1428571
60,Yukon,7/18/2021,61883,7/16/2021,0,,103.5714286
1,Canada,7/19/2021,45645140,7/19/2021,1,601822,379991.5714
24,Quebec,7/19/2021,10084083,7/18/2021,1,230322,88099.57143
35,Ontario,7/19/2021,18205549,7/18/2021,1,91320,155132.1429
59,British Columbia,7/19/2021,6173328,7/19/2021,1,168660,61662.42857
48,Alberta,7/19/2021,5056062,7/18/2021,1,75241,26781.28571
47,Saskatchewan,7/19/2021,1350671,7/19/2021,1,2704,6575
12,Nova Scotia,7/19/2021,1210160,7/18/2021,1,16652,13262
46,Manitoba,7/19/2021,1672315,7/18/2021,1,4890,10256.14286
13,New Brunswick,7/19/2021,960792,7/17/2021,1,414,7928.714286
10,Newfoundland and Labrador,7/19/2021,593513,7/18/2021,1,10635,7987.714286
11,Prince Edward Island,7/19/2021,174815,7/14/2021,0,,1879.285714
61,Northwest Territories,7/19/2021,62725,7/17/2021,1,984,140.5714286
62,Nunavut,7/19/2021,39244,7/12/2021,0,,183.1428571
60,Yukon,7/19/2021,61883,7/16/2021,0,,103.5714286
1,Canada,7/20/2021,45984191,7/20/2021,1,339051,368933.1429
24,Quebec,7/20/2021,10167756,7/19/2021,1,83673,87395.71429
35,Ontario,7/20/2021,18338512,7/19/2021,1,132963,148864.8571
59,British Columbia,7/20/2021,6233656,7/20/2021,1,60328,61159.28571
48,Alberta,7/20/2021,5078635,7/19/2021,1,22573,26246.57143
47,Saskatchewan,7/20/2021,1353307,7/20/2021,1,2636,6606
12,Nova Scotia,7/20/2021,1210160,7/18/2021,0,,10795.57143
46,Manitoba,7/20/2021,1681815,7/19/2021,1,9500,10483
13,New Brunswick,7/20/2021,973566,7/18/2021,1,12774,8632.571429
10,Newfoundland and Labrador,7/20/2021,600020,7/19/2021,1,6507,6517.142857
11,Prince Edward Island,7/20/2021,180606,7/17/2021,1,5791,1715
61,Northwest Territories,7/20/2021,62725,7/17/2021,0,,140.5714286
62,Nunavut,7/20/2021,41250,7/19/2021,1,2006,286.5714286
60,Yukon,7/20/2021,62183,7/19/2021,1,300,90.28571429
1,Canada,7/21/2021,46369227,7/21/2021,1,385036,363172
24,Quebec,7/21/2021,10268575,7/20/2021,1,100819,88537.71429
35,Ontario,7/21/2021,18479003,7/20/2021,1,140491,143335.4286
59,British Columbia,7/21/2021,6297149,7/21/2021,1,63493,60648.28571
48,Alberta,7/21/2021,5100111,7/20/2021,1,21476,25670.57143
47,Saskatchewan,7/21/2021,1358720,7/21/2021,1,5413,6471
12,Nova Scotia,7/21/2021,1240114,7/20/2021,1,29954,12189.85714
46,Manitoba,7/21/2021,1689039,7/20/2021,1,7224,9850.285714
13,New Brunswick,7/21/2021,981127,7/19/2021,1,7561,8039.857143
10,Newfoundland and Labrador,7/21/2021,608625,7/20/2021,1,8605,7746.428571
11,Prince Edward Island,7/21/2021,180606,7/17/2021,0,,1715
61,Northwest Territories,7/21/2021,62725,7/17/2021,0,,140.5714286
62,Nunavut,7/21/2021,41250,7/19/2021,0,,286.5714286
60,Yukon,7/21/2021,62183,7/19/2021,0,,90.28571429
1,Canada,7/22/2021,46750287,7/22/2021,1,381060,355344.4286
24,Quebec,7/22/2021,10373663,7/21/2021,1,105088,88759.57143
35,Ontario,7/22/2021,18604169,7/21/2021,1,125166,137473.2857
59,British Columbia,7/22/2021,6361627,7/22/2021,1,64478,59937.57143
48,Alberta,7/22/2021,5128351,7/21/2021,1,28240,25898.42857
47,Saskatchewan,7/22/2021,1366006,7/22/2021,1,7286,6399.428571
12,Nova Scotia,7/22/2021,1256787,7/21/2021,1,16673,11539.42857
46,Manitoba,7/22/2021,1699041,7/21/2021,1,10002,9615.428571
13,New Brunswick,7/22/2021,989429,7/20/2021,1,8302,7516.857143
10,Newfoundland and Labrador,7/22/2021,617522,7/21/2021,1,8897,5870
11,Prince Edward Island,7/22/2021,187160,7/21/2021,1,6554,1763.571429
61,Northwest Territories,7/22/2021,62725,7/17/2021,0,,140.5714286
62,Nunavut,7/22/2021,41250,7/19/2021,0,,286.5714286
60,Yukon,7/22/2021,62557,7/22/2021,1,374,143.7142857
1,Canada,7/23/2021,47106106,7/23/2021,1,355819,344472.4286
24,Quebec,7/23/2021,10469697,7/22/2021,1,96034,87990.85714
35,Ontario,7/23/2021,18724400,7/22/2021,1,120231,130561.1429
59,British Columbia,7/23/2021,6422503,7/23/2021,1,60876,59690.71429
48,Alberta,7/23/2021,5157947,7/22/2021,1,29596,25303.71429
47,Saskatchewan,7/23/2021,1374210,7/23/2021,1,8204,6010.714286
12,Nova Scotia,7/23/2021,1271948,7/22/2021,1,15161,11205.71429
46,Manitoba,7/23/2021,1708800,7/22/2021,1,9759,8714.714286
13,New Brunswick,7/23/2021,997798,7/21/2021,1,8369,6674.571429
10,Newfoundland and Labrador,7/23/2021,625002,7/22/2021,1,7480,6017.714286
11,Prince Edward Island,7/23/2021,187160,7/21/2021,0,,1763.571429
61,Northwest Territories,7/23/2021,62725,7/17/2021,0,,140.5714286
62,Nunavut,7/23/2021,41250,7/19/2021,0,,286.5714286
60,Yukon,7/23/2021,62666,7/23/2021,1,109,111.8571429
1,Canada,7/24/2021,47256806,7/24/2021,1,150700,337815.1429
24,Quebec,7/24/2021,10469697,7/22/2021,0,,87990.85714
35,Ontario,7/24/2021,18848661,7/23/2021,1,124261,124155.1429
59,British Columbia,7/24/2021,6422503,7/23/2021,0,,59690.71429
48,Alberta,7/24/2021,5157947,7/22/2021,0,,25303.71429
47,Saskatchewan,7/24/2021,1381066,7/24/2021,1,6856,5643.571429
12,Nova Scotia,7/24/2021,1271948,7/22/2021,0,,11205.71429
46,Manitoba,7/24/2021,1721080,7/23/2021,1,12280,8907.571429
13,New Brunswick,7/24/2021,1005101,7/22/2021,1,7303,6597.571429
10,Newfoundland and Labrador,7/24/2021,625002,7/22/2021,0,,6017.714286
11,Prince Edward Island,7/24/2021,187160,7/21/2021,0,,1763.571429
61,Northwest Territories,7/24/2021,62725,7/17/2021,0,,140.5714286
62,Nunavut,7/24/2021,41250,7/19/2021,0,,286.5714286
60,Yukon,7/24/2021,62666,7/23/2021,0,,111.8571429
1,Canada,7/25/2021,47382171,7/25/2021,1,125365,334121.8571
24,Quebec,7/25/2021,10469697,7/22/2021,0,,87990.85714
35,Ontario,7/25/2021,18952473,7/24/2021,1,103812,119749.1429
59,British Columbia,7/25/2021,6422503,7/23/2021,0,,59690.71429
48,Alberta,7/25/2021,5157947,7/22/2021,0,,25303.71429
47,Saskatchewan,7/25/2021,1385788,7/25/2021,1,4722,5403
12,Nova Scotia,7/25/2021,1271948,7/22/2021,0,,11205.71429
46,Manitoba,7/25/2021,1732464,7/24/2021,1,11384,9291.285714
13,New Brunswick,7/25/2021,1010548,7/23/2021,1,5447,7167.142857
10,Newfoundland and Labrador,7/25/2021,625002,7/22/2021,0,,6017.714286
11,Prince Edward Island,7/25/2021,187160,7/21/2021,0,,1763.571429
61,Northwest Territories,7/25/2021,62725,7/17/2021,0,,140.5714286
62,Nunavut,7/25/2021,41250,7/19/2021,0,,286.5714286
60,Yukon,7/25/2021,62666,7/23/2021,0,,111.8571429
1,Canada,7/26/2021,47939575,7/26/2021,1,557404,327776.4286
24,Quebec,7/26/2021,10692548,7/25/2021,1,222851,86923.57143
35,Ontario,7/26/2021,19018393,7/25/2021,1,65920,116120.5714
59,British Columbia,7/26/2021,6584264,7/26/2021,1,161761,58705.14286
48,Alberta,7/26/2021,5221375,7/25/2021,1,63428,23616.14286
47,Saskatchewan,7/26/2021,1388330,7/26/2021,1,2542,5379.857143
12,Nova Scotia,7/26/2021,1292173,7/25/2021,1,20225,11716.14286
46,Manitoba,7/26/2021,1739666,7/25/2021,1,7202,9621.571429
13,New Brunswick,7/26/2021,1011900,7/24/2021,1,1352,7301.142857
10,Newfoundland and Labrador,7/26/2021,636286,7/25/2021,1,11284,6110.428571
11,Prince Edward Island,7/26/2021,187160,7/21/2021,0,,1763.571429
61,Northwest Territories,7/26/2021,63564,7/24/2021,1,839,119.8571429
62,Nunavut,7/26/2021,41250,7/19/2021,0,,286.5714286
60,Yukon,7/26/2021,62666,7/23/2021,0,,111.8571429
1,Canada,7/27/2021,48218688,7/27/2021,1,279113,319213.8571
24,Quebec,7/27/2021,10768440,7/26/2021,1,75892,85812
35,Ontario,7/27/2021,19110428,7/26/2021,1,92035,110273.7143
59,British Columbia,7/27/2021,6637241,7/27/2021,1,52977,57655
48,Alberta,7/27/2021,5240925,7/26/2021,1,19550,23184.28571
47,Saskatchewan,7/27/2021,1390263,7/27/2021,1,1933,5279.428571
12,Nova Scotia,7/27/2021,1303736,7/26/2021,1,11563,13368
46,Manitoba,7/27/2021,1749477,7/26/2021,1,9811,9666
13,New Brunswick,7/27/2021,1014351,7/25/2021,1,2451,5826.428571
10,Newfoundland and Labrador,7/27/2021,642424,7/26/2021,1,6138,6057.714286
11,Prince Edward Island,7/27/2021,192902,7/24/2021,1,5742,1756.571429
61,Northwest Territories,7/27/2021,63564,7/24/2021,0,,119.8571429
62,Nunavut,7/27/2021,42032,7/26/2021,1,782,111.7142857
60,Yukon,7/27/2021,62905,7/26/2021,1,239,103.1428571
1,Canada,7/28/2021,48493274,7/28/2021,1,274586,303435.2857
24,Quebec,7/28/2021,10840838,7/27/2021,1,72398,81751.85714
35,Ontario,7/28/2021,19204544,7/27/2021,1,94116,103648.7143
59,British Columbia,7/28/2021,6685982,7/28/2021,1,48741,55547.57143
48,Alberta,7/28/2021,5260033,7/27/2021,1,19108,22846
47,Saskatchewan,7/28/2021,1394825,7/28/2021,1,4562,5157.857143
12,Nova Scotia,7/28/2021,1317557,7/27/2021,1,13821,11063.28571
46,Manitoba,7/28/2021,1759911,7/27/2021,1,10434,10124.57143
13,New Brunswick,7/28/2021,1019934,7/26/2021,1,5583,5543.857143
10,Newfoundland and Labrador,7/28/2021,648083,7/27/2021,1,5659,5636.857143
11,Prince Edward Island,7/28/2021,192902,7/24/2021,0,,1756.571429
61,Northwest Territories,7/28/2021,63564,7/24/2021,0,,119.8571429
62,Nunavut,7/28/2021,42032,7/26/2021,0,,111.7142857
60,Yukon,7/28/2021,63069,7/28/2021,1,164,126.5714286
1,Canada,7/29/2021,48762087,7/29/2021,1,268813,287400
24,Quebec,7/29/2021,10912024,7/28/2021,1,71186,76908.71429
35,Ontario,7/29/2021,19293701,7/28/2021,1,89157,98504.57143
59,British Columbia,7/29/2021,6732309,7/29/2021,1,46327,52954.57143
48,Alberta,7/29/2021,5277521,7/28/2021,1,17488,21310
47,Saskatchewan,7/29/2021,1400844,7/29/2021,1,6019,4976.857143
12,Nova Scotia,7/29/2021,1332960,7/28/2021,1,15403,10881.85714
46,Manitoba,7/29/2021,1770769,7/28/2021,1,10858,10246.85714
13,New Brunswick,7/29/2021,1025847,7/27/2021,1,5913,5202.571429
10,Newfoundland and Labrador,7/29/2021,648083,7/27/2021,0,,4365.857143
11,Prince Edward Island,7/29/2021,199191,7/28/2021,1,6289,1718.714286
61,Northwest Territories,7/29/2021,63564,7/24/2021,0,,119.8571429
62,Nunavut,7/29/2021,42032,7/26/2021,0,,111.7142857
60,Yukon,7/29/2021,63242,7/29/2021,1,173,97.85714286
1,Canada,7/30/2021,49022551,7/30/2021,1,260464,273777.8571
24,Quebec,7/30/2021,10980147,7/29/2021,1,68123,72921.42857
35,Ontario,7/30/2021,19377608,7/29/2021,1,83907,93315.42857
59,British Columbia,7/30/2021,6774257,7/30/2021,1,41948,50250.57143
48,Alberta,7/30/2021,5294361,7/29/2021,1,16840,19487.71429
47,Saskatchewan,7/30/2021,1406189,7/30/2021,1,5345,4568.428571
12,Nova Scotia,7/30/2021,1345401,7/29/2021,1,12441,10493.28571
46,Manitoba,7/30/2021,1782514,7/29/2021,1,11745,10530.57143
13,New Brunswick,7/30/2021,1031439,7/28/2021,1,5592,4805.857143
10,Newfoundland and Labrador,7/30/2021,662606,7/29/2021,1,14523,5372
11,Prince Edward Island,7/30/2021,199191,7/28/2021,0,,1718.714286
61,Northwest Territories,7/30/2021,63564,7/24/2021,0,,119.8571429
62,Nunavut,7/30/2021,42032,7/26/2021,0,,111.7142857
60,Yukon,7/30/2021,63242,7/29/2021,0,,82.28571429
1,Canada,7/31/2021,49109449,7/31/2021,1,86898,264663.2857
24,Quebec,7/31/2021,10980147,7/29/2021,0,,72921.42857
35,Ontario,7/31/2021,19459198,7/30/2021,1,81590,87219.57143
59,British Columbia,7/31/2021,6774257,7/30/2021,0,,50250.57143
48,Alberta,7/31/2021,5294361,7/29/2021,0,,19487.71429
47,Saskatchewan,7/31/2021,1411497,7/31/2021,1,5308,4347.285714
12,Nova Scotia,7/31/2021,1345401,7/29/2021,0,,10493.28571
46,Manitoba,7/31/2021,1782514,7/29/2021,0,,8776.285714
13,New Brunswick,7/31/2021,1031439,7/28/2021,0,,3762.571429
10,Newfoundland and Labrador,7/31/2021,662606,7/29/2021,0,,5372
11,Prince Edward Island,7/31/2021,199191,7/28/2021,0,,1718.714286
61,Northwest Territories,7/31/2021,63564,7/24/2021,0,,119.8571429
62,Nunavut,7/31/2021,42032,7/26/2021,0,,111.7142857
60,Yukon,7/31/2021,63242,7/29/2021,0,,82.28571429
1,Canada,8/1/2021,49183566,8/1/2021,1,74117,257342.1429
24,Quebec,8/1/2021,10980147,7/29/2021,0,,72921.42857
35,Ontario,8/1/2021,19519781,7/31/2021,1,60583,81044
59,British Columbia,8/1/2021,6774257,7/30/2021,0,,50250.57143
48,Alberta,8/1/2021,5294361,7/29/2021,0,,19487.71429
47,Saskatchewan,8/1/2021,1415596,8/1/2021,1,4099,4258.285714
12,Nova Scotia,8/1/2021,1345401,7/29/2021,0,,10493.28571
46,Manitoba,8/1/2021,1782514,7/29/2021,0,,7150
13,New Brunswick,8/1/2021,1040874,7/30/2021,1,9435,4332.285714
10,Newfoundland and Labrador,8/1/2021,662606,7/29/2021,0,,5372
11,Prince Edward Island,8/1/2021,199191,7/28/2021,0,,1718.714286
61,Northwest Territories,8/1/2021,63564,7/24/2021,0,,119.8571429
62,Nunavut,8/1/2021,42032,7/26/2021,0,,111.7142857
60,Yukon,8/1/2021,63242,7/29/2021,0,,82.28571429
